districte;barris;barri_nom;barri_curt;poblacio;superficies;densitat;densitat_neta;homes;dones;e0_14_anys;e15_24_anys;e25_64_anys;e65 anys_i_mes;andalusia;arago;asturies;balears;canaries;cantabria;castellalamanxa;castellalleo;catalunya;valencia;extremadura;galicia;madrid;murcia;navarra;pais_basc;rioja;ceuta_melilla;estranger;espanya;alemanya;austria;belgica;bulgaria;dinamarca;eslovaquia;eslovenia;estonia;finlandia;franca;grecia;hongria;irlanda;italia;letonia;lituania;luxemburg;malta;holanda;polonia;portugal;uk;romania;suecia;rep_txeca;xipre;albania;andorra;armenia;bielorussia;bosnia;croacia;georgia;islandia;liechtenstein;maceconia;moldavia;monaco;montenegro;noruega;russia;serbia;suissa;ucraina;algeria;angola;benin;burkinafaso;burunci;camerun;cap_verd;rep_centreafrica;congo;congo_rd;costaivori;egipte;eritrea;etiopia;gabon;gambia;ghana;guinea;guinea_bissau;guinea_equatorial;kenya;liberia;libia;macagascar;malawi;mali;marroc;maurici;mauritania;mocambic;namibia;niger;nigeria;rwanda;sao_tome_principe;senegal;seychelles;sierraleone;somalia;sucafrica;sucan;tanzania;togo;tunisia;uganca;zambia;zimbabwe;altres_paisos_africa;canaca;eeuu;antigua;bahames;barbacos;belize;costa_rica;cuba;dominica;dominicana_republica;granaca;guatemala;haiti;honcures;jamaica;mexic;nicaragua;panama;christopher_i_nevis;saintlucia;salvacor;trinitat_i_tobago;argentina;bolivia;brasil;colombia;equacor;guyana;paraguai;peru;uruguai;venecuela;xile;afganistan;arabia_saudita;azerbaidjan;bangladesh;cambodja;corea;filipines;iemen;india;indonesia;iran;iraq;israel;japo;jorcania;kazakhstan;kirguizistan;kuwait;laos;liban;malaisia;mongolia;myanmar;nepal;oman;pakistan;singapur;siria;sri_lanka;tacjikistan;tailancia;turkmenistan;turquia;uea;uzbekistan;vietnam;xina;altres_asia;australia;nova_zelanda;apatrides;per_llar;persones_per_llar;menors_24;de25_29_anys;de30_34_anys;de35_39_anys;de40_44_anys;de45_49_anys;de50_54_anys;de55_59_anys;de60_64_anys;de65_69_anys;de70_74_anys;de75_79_anys;de80_84_anys;de85_89_anys;de90_94_anys;de95_i_mes;sols_total;sense_estudis;primaris;second_inferior;second_superior;universitaris;no_consta;senseestucis_dones;primaris_dones;dones_batxilleratelemental;dones_batxilleratsuperior;dones_superior;dones_no_consta;persona1;persones2;persones3;persones4;persones5;persones6;persones7;persones8;persones9_i_mes;cap_menor;menor1;menors2;menors3;menors_4_o_mes;tots_espanyols;tots_estrangers;llars_mixtes;edatmitjana_totsespanyols;edatmitjana_totsestrangers;edatmitjana_mixtes;emigrants;emigrants_homes;emigrants_dones;naixements_2007;naixements_2008;naixements_2009;naixements2010;naixements2011;naixements2012;baixa_per_mil;alta_taxa_per_mil;total_aturats;atur_menys6mesos;atur6a12mesos;aturmes12mesos;atur_homes;atur_dones;rfbc2008_old;rfbc2009_old;rfbc2010_old;rfbc2011_old;rfbc2008;rfbc2012;rfbc2014;fins_a_75_cc;de_75_a_125_cc;de_126_a_200;de_201_a_250_cc;de_251_a_300_cc;de_301_a_500_cc;de_501_a_750_cc;mes_de_750_cc;vehiclestotal;turismes;motos;ciclomotors;furgonetes;camions;altres_vehicles;cotxes_menys_dun_any;cotxes_1_any;cotxes_2_anys;cotxes_3_anys;cotxes_4_anys;cotxes_5_anys;cotxes_6_anys;cotxes_7_anys;cotxes_8_anys;cotxes_9_anys;cotxes_10_anys;cotxes_d11_a_15;cotxes_mes_15;llars;propi_compra_pagat;propi_compra_hipoteca;propi_herencia;llogat;cedit;altra_forma;fins_a_30_m2;de31_a_60_m2;de61_a_90_m2;de91_a_120_m2;de121_a_150_m2;mes_de_150_m2;habitacio1;habitacions2;habitacions3;habitacions4;habitacions5;habitacions6;habitacions7;habitacions8;habitacions_9i_mes;amb_calefaccio;colectiva_o_central;individual;aparell_escalfar;sense_calefaccio;amb_telefon;sense_telefon;nc;amb_internet;sense_internet;ruinos;dolent;deficient;bo;preum2_2009;preum2_2010;preum2_2011;preum2_2012;preum2_2013;preulloguerm2_2011;preulloguerm2_2010.;preulloguerm2_2009;preulloguerm2_2008;preulloguerm2_2007;electors_l07;votants_l07;psc_l07;ciu_l07;pp_l07;icv_l07;erc_l07;altre_l07;electors_l11;votants_l11;ciu_l11;psc_l11;pp_l11;icv_l11;erc_l11;altres_l11;blancs_l11;nuls_l11;electors_a10;votants_a10;abstencio_a10;ciu_a10;psc_a10;pp_a10;icv_a10;erc_a10;cs_a10;si_a10;altres_a10;blancs_a10;nuls_a10;electors_a12;votants_a12;abstencio_a12;ciu_a12;pp_a12;erc_a12;psc_a12;icv_a12;cs_a12;cup_a12;altres_a12;blancs_a12;nuls_a12;electors_g11;votants_g11;abstencio_g11;ciu_g11;psc_g11;pp_g11;icv_g11;erc_g11;eb_g11;upyc_g11;pxc_g11;pirata_g11;pacma_g11;anticapitalistes_g11;uce_g11;blancs_g11;nuls_g11;electors_eu14;votants_eu14;abstencio_eu14;erc_eu14;ciu_eu14;icv_eu14;psc_eu14;pp_eu14;cs_eu14;pocem_eu14;altres_eu14;blancs_eu14;nuls_eu14;de65_anys_i_mes_sols;de75_anys_i_mes_sols;index_envelliment;index_sobreenvelliment;dependencia_dem;habitatgeææ;aparcamentsææ;comerc;industriaææ;oficinesææ;ensenyamentææ;sanitatææ;hostaleriaææ;esportiuææ;religiosææ;espectaclesææ;altres_usosææ;taxa_natalitat_2014;taxa_mortalitat_2014;taxa_immigracio_2014;taxa_emigracio_2014;pensions_no_contr_jubilacio_2012;pensions_no_contr_invalidesa_2012
8;51; Verdun;verd;12329;24;519;847;5770;6559;1570;1057;6820;2882;1497;229;20;12;12;13;339;397;6108;106;239;369;62;116;19;31;12;18;2730;10098;6;0;2;6;2;0;0;0;2;19;1;1;1;53;0;1;0;0;5;3;7;9;71;0;1;0;3;0;71;3;0;0;6;0;0;0;2;0;0;0;50;0;1;38;8;0;0;0;0;6;0;0;0;0;0;5;0;0;0;0;0;25;0;8;0;0;0;0;0;0;78;0;0;0;0;0;38;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;3;14;0;123;0;0;0;364;0;14;6;0;0;0;17;0;16;152;49;78;271;0;48;100;17;25;28;0;0;0;0;0;1;10;0;20;0;0;0;3;2;1;0;0;0;0;0;0;2;0;0;0;140;0;3;0;0;3;0;0;0;2;0;170;2;0;0;0;5067;2.4;19;69;118;135;99;115;73;91;112;113;134;140;161;107;58;8;1552;1603;2928;3123;2034;938;5;1006;1536;1541;1077;574;5;1553;1594;942;580;193;105;40;31;29;3953;686;336;71;21;4224;387;456;48.5;29.5;32.2;419;208;211;127;127;142;131;116;115;76.5;73.5;1033;389;165;479;532;501;618,720,817,733;571,681,493,565;550,060,703,154;532,563,607,379;61.9;49.5;55.6;63;395;64;83;25;48;108;37;5528;3726;823;483;188;153;155;58;70;82;121;121;199;170;202;219;186;207;872;997;5780;2559;1639;317;870;.;285;.;3165;2367;203;.;.;.;426;1640;1668;1568;360;.;.;.;4806;.;2063;2586;974;5658;.;.;2816;2965;.;.;193;5466;.;.;.;.;1909;11;11;12;12;13;9097;3962;1918;465;701;294;179;405;8882;3853;506;1389;814;330;137;409;193;75;8750;4349;4401;988;1381;790;310;182;217;54;269;121;37;8756;5319;3437;643;1011;433;1315;707;607;134;351;52;66;8820;5428;3392;647;2177;1403;460;148;61;86;145;35;49;28;11;92;86;8543;3424;5119;415;246;397;895;527;290;272;302;52;28;25.1;30.6;172.3;54;58.4;6025;1606;614;188;28;65;0;2;4;7;0;1;8.4;9.3;43.3;33.6;59;104
8;52; la Prosperitat;prosp;26299;59;442;965;12527;13772;3334;2207;14169;6589;3181;574;51;28;25;31;790;1159;13155;223;688;948;113;218;35;64;31;65;4920;22358;26;4;2;41;0;1;1;5;0;18;1;2;6;81;0;9;0;0;8;17;23;11;142;5;3;0;1;0;183;11;0;2;81;0;0;0;3;0;0;1;50;3;1;41;27;0;1;1;0;7;0;0;1;0;0;13;0;0;0;0;24;22;1;15;0;0;0;0;0;2;184;0;0;0;0;1;40;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;29;0;128;0;1;0;341;0;11;6;0;0;0;7;0;73;330;136;211;505;0;56;258;32;48;44;0;0;0;9;0;3;36;0;63;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;0;170;0;0;0;0;3;0;0;0;0;7;280;2;1;0;0;10752;2.4;32;112;189;235;189;162;140;148;166;254;292;403;366;210;82;11;2991;3647;5701;6521;4791;2103;11;2275;3016;3095;2434;1246;7;2993;3.46;2125;1461;399;154;77;46;37;8331;1469;819;105;28;9298;643;811;48.5;30.2;32.4;798;401;397;261;290;214;265;232;221;65.4;70;1994;706;323;965;1026;969;724,628,985,346;667,173,101,414;614,977,977,392;613,329,397,613;72.5;60;56.3;134;986;135;197;58;108;279;126;13372;9078;2023;1062;446;357;406;151;169;265;281;354;481;470;528;507;491;430;2205;2141;11005;5274;2895;405;1972;131;327;.;4621;5704;506;.;.;.;602;2140;2796;4131;1194;.;.;.;9384;308;4606;4470;1620;10739;.;254;6075;4930;.;.;878;9829;3054;2952;2608;2102;1973;10;11;12;12;12;22517;9674;4393;1116;1750;836;480;1099;19569;9591;1264;3370;2115;1006;247;999;429;161;19454;10749;8705;2456;3255;1986;987;430;517;108;605;317;88;19218;12913;6305;1444;2532;1004;3174;1760;1545;386;760;210;98;19363;12957;6406;1607;5010;3330;1326;387;159;219;280;82;101;52;22;213;169;19231;8512;10719;1050;623;1033;2177;1388;784;559;669;157;72;24.3;32.1;187.7;50.2;63.3;12.68;4332;984;792;56;74;18;12;20;8;8;2;7.7;8.4;35.2;28.8;120;121
8;53; la Trinitat Nova;trinin;7551;56;135;601;3610;3941;1119;754;4137;1541;746;96;20;13;11;7;128;149;4190;55;87;102;58;85;9;11;1;27;1756;6157;10;0;1;0;1;0;0;0;0;5;0;0;0;16;0;0;0;0;4;2;4;4;46;1;1;0;1;0;119;0;0;0;17;0;0;0;0;0;0;0;41;0;0;21;1;0;1;0;0;11;0;0;0;0;0;0;0;0;0;4;7;11;0;3;0;0;0;0;0;0;132;0;0;0;0;0;33;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;9;0;71;0;2;0;88;0;5;5;0;0;0;3;0;24;84;13;44;186;0;8;55;9;5;3;0;0;2;0;0;0;1;0;73;1;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;171;0;0;4;0;0;0;0;0;0;0;10;0;0;0;0;2958;2.5;11;26;52;64;52;53;63;51;59;69;51;66;149;100;34;5;905;1082;1907;2013;1007;360;0;709;978;942;517;209;0;908;847;537;379;146;60;35;22;24;2225;422;230;56;25;2455;237;266;47.3;29.4;31.6;312;152;160;74;84;90;83;84;86;78.1;83.8;863;328;145;390;490;374;524,508,375,885;51,450,618,694;458,180,914,036;403,340,733,435;52.5;38.9;38.5;31;210;33;44;14;26;47;21;3473;2311;426;412;133;97;94;44;37;43;55;69;106;109;91;102;102;88;541;769;2522;1046;903;112;209;.;131;.;1631;859;.;.;.;.;326;1104;563;517;.;.;.;.;2175;.;1106;986;347;2522;.;.;1308;1213;.;.;.;2510;.;.;.;.;.;11;11;12;12;.;5694;2111;1039;236;347;188;129;172;5306;1927;242;731;409;171;78;199;72;25;5281;2089;3192;531;633;335;179;89;64;31;171;44;12;5173;2654;2519;357;432;214;637;364;261;82;239;39;29;5237;2767;2470;340;1141;683;239;64;18;34;114;15;22;5;14;44;34;5083;1715;3368;222;129;201;435;218;148;116;206;15;25;31.2;34.4;130.7;67.7;55.4;3.62;584;218;68;0;26;9;0;6;4;0;0;7.3;14.3;43.2;33.4;40;94
8;54; Torre Baro;tbaro;2192;177;12;101;1110;1082;369;270;1226;327;347;14;1;9;0;2;33;35;1309;7;61;33;11;10;1;4;0;9;306;1965;1;0;1;0;1;0;0;0;0;3;0;0;0;3;0;0;0;0;1;0;4;4;7;2;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;10;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;50;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;0;0;0;7;0;1;1;0;0;0;0;0;4;29;6;5;23;0;0;5;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;726;3;3;3;12;12;16;13;10;10;15;12;9;13;15;14;0;2;159;366;550;565;208;106;2;200;261;257;101;62;0;159;167;150;128;56;33;16;10;8;497;114;75;29;12;624;32;71;41.1;29.8;34.3;80;42;38;27;32;17;20;20;22;56.1;74.6;237;90;40;107;136;101;620,784,337,381;65,585,680,039;568,657,241,966;5,452,946,531;62.1;52.4;44.7;10;74;15;17;8;9;16;8;1521;928;157;204;80;79;73;17;18;9;16;18;36;35;36;37;42;31;191;369;517;244;173;.;.;.;.;.;.;284;.;.;.;.;.;134;.;.;.;.;.;.;369;.;163;155;149;517;.;.;161;356;.;.;.;463;;;;;;8;9;8;.;.;1502;485;243;39;82;61;18;42;1569;437;40;165;106;52;7;42;16;9;1555;481;1074;60;176;95;57;16;24;7;38;7;1;1547;684;863;38;140;62;203;81;72;19;54;10;5;1547;675;872;36;276;210;59;17;6;6;35;3;5;3;3;8;8;1687;493;1194;56;13;60;153;69;43;51;37;5;6;19.5;26.8;82.4;49.3;50.3;1715;404;119;192;0;21;3;4;8;1;0;4;15.1;8.7;60.2;53.8;27;59
8;55; Ciutat Meridiana;cmeri;10485;36;295;692;5264;5221;1696;1173;5828;1788;1099;131;11;6;12;2;220;296;3964;49;324;191;44;50;11;16;10;20;4029;7043;8;8;3;5;0;1;2;0;0;3;0;9;0;24;0;2;0;0;23;29;15;5;66;0;2;0;0;0;18;0;0;0;10;0;0;0;5;0;0;0;25;0;2;28;6;0;3;0;0;7;0;0;0;0;5;9;0;0;0;1;170;30;3;6;0;3;0;0;0;3;410;0;0;0;0;5;250;0;0;6;0;2;0;1;0;2;4;2;0;0;0;0;1;2;0;0;0;0;3;6;0;291;0;0;0;310;0;0;4;1;0;0;5;0;26;127;15;59;606;0;39;118;8;9;10;0;0;4;1;0;0;4;0;33;0;3;0;0;2;3;0;0;0;0;0;0;0;0;1;0;512;0;4;0;1;0;0;0;0;1;0;11;0;1;0;0;3583;2.9;17;26;40;59;61;52;48;41;49;79;85;95;73;42;22;2;791;1187;3090;2660;1339;430;4;677;1519;1206;701;250;4;795;1035;665;545;221;127;79;46;68;2494;570;371;104;42;2553;511;517;47.4;28.9;29.3;554;310;244;155;148;125;138;114;109;102.2;97.7;1240;472;209;559;710;530;588,270,572,519;538,767,844,859;496,882,754,954;398,917,255,809;58.8;37.5;43.2;29;213;41;44;20;19;63;20;4532;3199;449;420;168;147;149;32;44;67;91;99;156;165;158;174;171;143;857;805;3730;1516;1154;.;800;.;.;.;2512;1084;.;.;.;.;.;755;1721;1112;.;.;.;.;3325;.;1846;1411;405;3730;.;.;1464;2266;.;.;.;3717;.;2302;1801;1382;1360;10;10;11;11;.;6254;2494;1289;215;397;247;88;258;5958;2544;240;1080;548;214;42;264;112;44;5886;2718;3168;491;988;507;205;68;120;23;231;77;8;5822;3359;2463;271;673;160;1047;407;387;67;259;45;43;5848;3442;2406;266;1592;835;269;55;24;54;161;19;20;11;12;60;64;5918;2122;3796;162;89;254;671;327;180;177;191;40;31;21.9;29.8;99.7;43.1;53;3969;123;287;158;24;31;7;6;3;8;0;0;9.4;5.7;68.2;51.3;46;76
8;56; Vallbona;vallb;1346;60;23;199;659;687;242;113;748;243;149;18;8;3;0;1;16;17;808;12;38;31;11;9;1;4;1;7;212;1155;3;1;0;3;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;7;7;0;10;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;4;0;1;0;0;0;0;0;0;0;0;0;10;5;4;4;0;2;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;478;2.8;2;7;24;33;16;12;7;11;4;8;5;7;4;3;0;0;143;163;351;324;154;94;1;104;178;143;74;55;1;143;114;108;64;24;19;4;0;3;327;86;47;13;6;398;37;44;43.1;32.4;31.2;77;40;37;16;31;21;24;12;23;41.1;58.3;144;55;24;65;82;61;595,577,385,425;611,972,681,627;482,394,774,004;531,876,770,751;59.6;52.6;41.7;5;44;7;10;2;8;19;6;787;471;101;98;35;39;43;7;11;4;10;13;20;20;20;25;14;14;96;180;428;.;306;.;.;.;.;.;.;339;.;.;.;.;.;.;.;.;.;.;.;.;428;.;254;.;.;428;.;.;245;183;.;.;.;428;;;;;;10;.;.;.;.;936;341;166;28;46;71;1;29;946;377;32;140;69;46;10;56;20;4;945;388;557;89;103;66;46;8;17;11;31;11;6;905;470;435;36;76;25;124;68;52;25;53;7;4;945;511;434;43;200;115;66;12;10;10;21;4;6;6;3;12;3;911;315;596;38;17;44;91;36;24;24;32;9;0;11;8.9;100.8;64.5;58;855;400;108;104;0;6;3;5;7;1;0;28;12.6;21.5;39.4;52;17;21
9;57; la Trinitat Vella;triniv;10423;81;129;821;5418;5005;1705;1225;6048;1445;1051;89;7;12;6;7;148;208;4324;51;209;165;41;75;8;13;5;43;3961;6988;8;0;5;13;0;1;0;3;0;13;2;1;0;52;2;2;0;0;7;2;8;8;124;0;0;0;2;0;43;3;0;0;41;0;1;0;5;0;0;0;23;0;6;24;35;2;0;0;0;4;0;0;2;0;0;0;0;0;0;0;82;6;0;1;0;0;0;0;0;2;585;0;0;0;0;1;49;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;15;0;120;0;0;0;88;0;5;11;1;0;0;6;0;21;106;64;65;349;0;37;183;20;16;12;0;0;0;7;0;0;14;0;56;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;981;0;1;0;2;5;0;3;0;4;0;51;0;0;1;0;3.53;3;28;44;75;93;65;61;51;49;59;49;50;68;71;47;19;4;833;1173;2676;2534;1510;687;0;661;1187;1132;711;408;0;836;914;699;530;233;133;69;43;73;2412;602;367;107;42;2443;564;523;44.7;29.5;30.7;556;312;244;118;159;145;155;127;127;105.5;112.3;1149;437;194;518;658;491;763,802,285,079;698,837,457,629;580,539,745,899;494,350,643,908;76.4;52.2;53.5;37;290;38;77;20;31;75;28;4583;3057;596;456;183;142;149;53;44;71;88;105;131;157;170;160;128;133;830;745;3092;964;1196;.;764;.;.;.;1455;1442;121;.;.;.;217;765;908;838;296;.;.;.;2476;.;1590;803;616;3050;.;.;1844;1248;.;.;.;2874;.;2328;2049;1887;1677;10;10;11;11;12;5796;2263;1146;206;371;193;101;246;5640;2362;262;995;467;201;52;262;84;39;5567;2683;2884;556;930;450;190;80;130;46;221;48;32;5660;3271;2389;354;549;229;1004;365;384;74;251;36;25;5580;3326;2254;338;1501;817;231;81;46;48;125;16;29;14;4;50;26;5816;2181;3635;226;127;235;678;289;225;109;240;37;15;21;29.3;80;48.6;46.5;4332;1376;394;310;30;31;4;10;5;10;0;23;12.8;4.5;65;53.5;43;80
9;58; Baro de Viver;bviver;2415;23;105;617;1172;1243;412;254;1330;419;220;18;5;3;5;1;31;17;1734;11;26;13;13;35;4;1;1;5;272;2209;0;0;0;0;0;1;1;0;0;2;1;0;0;4;0;1;0;0;1;1;2;1;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;0;0;3;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;7;0;1;1;0;0;0;0;0;4;4;7;5;17;0;7;13;0;5;1;0;0;0;1;0;0;1;0;6;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;945;2.6;2;7;30;34;35;19;11;21;21;16;13;24;31;26;7;1;298;323;622;657;279;112;2;207;323;316;131;55;2;298;231;164;141;72;25;9;1;4;691;123;86;36;9;828;36;81;42;29.7;31.1;125;59;66;28;30;20;33;19;12;37.3;38.1;170;59;27;84;80;90;499,284,141,548;443,226,999,297;394,463,125,542;507,832,950,857;49.9;52.4;61.9;3;90;7;15;1;9;17;7;1027;636;149;108;45;46;43;13;12;7;24;20;34;39;39;43;46;33;178;106;890;.;489;.;240;.;.;.;152;703;.;.;.;.;.;388;201;137;.;.;.;.;765;.;462;249;125;890;.;.;498;392;.;.;.;794;.;.;.;.;.;.;.;.;.;.;1839;602;333;48;75;55;35;56;1803;644;69;301;111;41;18;73;24;7;1811;682;1129;148;218;94;52;47;27;12;66;12;6;1778;870;908;114;114;106;247;92;61;20;96;7;13;1781;896;885;74;380;229;55;31;3;10;52;4;13;0;2;24;19;1794;542;1252;92;29;54;162;44;39;30;83;9;0;28.9;40.1;92.1;54.4;53.6;1111;459;101;104;3;27;0;0;0;2;0;3;7.5;10.8;66.7;63.4;18;42
9;59; el Bon Pastor;bpast;12800;188;68;796;6475;6325;2224;1072;7269;2235;978;157;23;12;10;9;212;251;8033;98;206;144;72;123;13;23;11;21;2404;10829;12;2;4;32;0;3;2;0;0;19;4;1;4;67;1;1;0;0;4;14;33;7;82;8;14;0;1;2;41;10;0;0;4;0;0;0;3;0;0;2;35;0;1;37;11;0;0;0;0;0;0;0;4;0;0;0;0;3;0;11;10;25;1;0;0;0;0;0;0;20;156;0;2;0;0;0;5;0;0;18;0;0;0;0;0;0;0;2;0;0;1;0;0;3;0;0;0;0;3;10;0;45;0;0;0;49;0;3;2;1;0;0;4;0;32;170;18;73;203;0;30;71;7;13;16;2;0;0;13;0;0;8;0;63;0;3;0;0;3;0;0;0;0;0;1;0;1;0;17;0;253;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;4653;2.7;15;40;82;117;87;69;61;64;68;88;78;121;115;64;21;0;1.09;1235;2901;3035;2066;1162;3;733;1422;1391;984;657;2;1101;1355;945;845;215;81;52;29;44;3194;777;579;84;33;4003;291;373;42.4;30.3;34.2;503;280;223;163;173;199;179;145;125;56;52.7;963;336;152;475;452;511;647,666,173,557;571,128,210,942;517,892,686,821;62,966,414,065;64.8;67.3;71.8;40;426;58;91;22;63;129;40;7673;4587;869;466;413;825;513;141;154;147;158;196;308;294;282;279;244;217;919;851;4336;1355;1882;.;818;.;163;.;1495;2590;231;.;.;.;191;1331;1198;1345;164;.;.;.;3776;299;2357;1120;561;4267;.;.;2589;1747;.;396;.;3859;.;.;.;.;1973;11;10;11;11;13;8758;3845;1824;479;549;392;232;369;8655;3991;580;1593;691;384;135;358;188;62;8587;4446;4141;1172;1233;630;454;211;179;72;308;164;23;8588;5316;3272;924;743;574;1166;800;474;172;342;75;46;8600;5413;3187;803;2072;1147;513;213;70;77;215;33;45;18;11;109;87;8673;3519;5154;606;328;505;782;374;265;249;331;54;25;21.5;27.6;97.2;51.3;56.5;5348;2362;774;1886;363;30;13;12;6;6;0;9;9.7;8.8;41.1;37.5;45;111
9;60; Sant Andreu;stand;56476;184;307;735;26731;29745;7361;4670;33196;11249;3781;1184;151;100;68;66;1046;2194;37689;595;942;1137;350;347;99;157;65;144;6361;51979;70;9;14;35;7;5;2;2;3;97;8;3;8;264;5;2;0;0;30;23;41;44;158;9;3;0;5;3;22;3;1;5;86;0;0;1;14;0;0;2;89;5;5;72;43;0;4;0;0;8;1;0;2;0;0;4;0;2;0;2;14;21;0;5;0;0;0;0;0;1;236;0;0;0;0;0;12;0;0;21;0;0;0;0;0;0;0;2;0;0;0;0;4;33;0;0;0;0;2;71;0;146;0;7;0;97;0;46;12;3;0;0;21;0;140;307;107;232;350;0;89;375;51;89;78;0;0;0;8;0;11;10;0;17;1;5;0;6;14;3;3;0;0;0;4;1;0;0;0;0;213;0;8;0;0;0;1;12;0;0;2;381;0;3;1;0;23279;2.4;80;329;574;611;522;402;368;392;478;502;413;553;602;414;168;35;6443;3654;9360;11645;13572;10199;15;2264;5408;5903;6325;5924;11;6447;7239;4981;3499;727;217;77;40;53;17972;3141;1887;228;52;21107;780;1393;45.1;31.3;35.2;1.56;760;800;541;508;520;542;519;488;48.9;55.3;3896;1358;615;1923;1830;2067;840,704,601,314;820,993,786,492;786,452,397,197;779,891,336,319;84.1;77.6;79.3;309;2507;425;555;175;309;701;336;29288;19593;5317;2137;884;593;764;497;553;751;834;797;1153;1228;1245;1223;1090;939;4258;3557;24576;10174;7140;1120;4581;307;1253;148;6174;14873;2721;442;218;478;1180;4174;6731;8277;3211;330;146;.;22271;1127;14018;7126;2305;23285;.;1257;16256;8320;.;234;758;22327;3370;3288;2904;2558;2178;11;11;12;12;12;47174;23658;8451;4542;2979;2408;2478;2800;44257;24037;5174;6272;3578;2801;1517;2915;1299;481;43792;27895;15897;8753;5675;3413;3058;2211;1136;719;1668;1093;169;44004;32503;11501;7793;4129;4999;4290;4602;2861;1375;1812;406;236;44003;30933;13070;6981;9131;5507;3423;2362;607;661;442;234;279;176;26;610;494;44207;23124;21083;5756;3595;3254;2988;2240;1655;1306;1829;323;178;23.7;31;144.9;50.3;51.7;28849;13616;2.86;2.27;223;177;76;64;58;46;14;19;8.7;8.1;28.3;25.7;170;174
